Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION,NAME2,PHONE_VERIFIED,ZIP3
3d10019fc88e3de599166107b9c0263d,NEWTONWELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,71.208402,6172436000,"$3,34,472.49",2658,NEWTONWELLESLEY HOSPITAL,6172436000,02462
f4e7709c02f637caaeea8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,71.144319,7817299000,"$1,51,246.36",1194,WINCHESTER HOSPITAL,7817299000,01890
12c9daf5a29c36c9ac5528972463e566,BETH ISRAEL DEACONESS HOSPITALMILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.241589,71.082651,6176964600,"$2,53,308.58",1999,BETH ISRAEL DEACONESS HOSPITALMILTON INC,6176964600,02186
27379046608b32f09df78c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.331960,71.020173,6177325500,"$36,164.80",281,BRIGHAM AND WOMEN'S HOSPITAL,6177325500,02115
226098a26a403588b5bbdb56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,71.024638,5084273000,"$1,37,684.41",1100,GOOD SAMARITAN MEDICAL CENTER,5084273000,02301
b7175ab4bde53848891b579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,02111,42.331960,71.020173,6176365000,"$20,226.45",172,TUFTS MEDICAL CENTER,6176365000,02111
d733d4a9080d3593b9102366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.331960,71.020173,6179837000,"$34,227.40",270,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,6179837000,02130
3bd5eda016da3ba585004dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.187360,71.195955,5087721000,"$3,90,476.50",3083,NORWOOD HOSPITAL,5087721000,02062
d51178225756389d9547891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.570720,70.556682,5085485300,"$2,15,283.45",1728,FALMOUTH HOSPITAL,5085485300,02540
f99c74cc7d1a3f959a334a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,71.807783,5083341000,"$74,912.80",590,UMASS MEMORIAL MEDICAL CENTER INC,5083341000,01655
6f122869a8563d658db9099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,71.201713,7817445100,"$2,74,490.82",2159,LAHEY HOSPITAL & MEDICAL CENTER BURLINGTON,7817445100,01803
465de31f3098365caf7048a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,71.436196,5083831000,"$2,21,767.72",1760,METROWEST MEDICAL CENTER,5083831000,01701
1eaf97fa9de638dea9c46efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,71.807783,5083635000,"$51,276.52",409,ST VINCENT HOSPITAL,5083635000,01608
80e919ccdf1a3838b75e541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,70.102169,5082281200,"$1,97,613.84",1636,NANTUCKET COTTAGE HOSPITAL,5082281200,02554
8e00f5243a5f313e9542378dfc61193f,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.457160,70.556101,5086930410,"$16,403.32",130,MARTHA'S VINEYARD HOSPITAL INC,5086930410,02557
56e0b3b34fac37768fc97b465eb2fc17,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.193970,73.361473,4135280790,"$32,419.16",258,FAIRVIEW HOSPITAL,4135280790,01230
161a799c489436f68ca72a71c8107f79,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,01331,42.593384,72.230228,9782493511,"$23,584.61",191,ATHOL MEMORIAL HOSPITAL,9782493511,01331
956ccb85bea030f9af4852f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,02135,42.331960,71.020173,6172543800,"$51,354.01",413,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,6172543800,02135
d7b1182725f2350bbcd8939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.331960,71.020173,6177356000,"$51,793.16",406,BOSTON CHILDREN'S HOSPITAL,6177356000,02115
5103c9400c08392f95cd446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,72.539978,4137872000,"$57,269.52",457,SHRINERS' HOSPITAL FOR CHILDREN,4137872000,01104
ff9863d33fa33861900ef00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN BOSTON,51 BLOSSOM STREET,BOSTON,MA,02114,42.331960,71.020173,6177223000,"$34,098.06",283,SHRINERS' HOSPITAL FOR CHILDREN BOSTON,6177223000,02114
72a10c1aee7c3a0197b133f63244c13e,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL (BEDFORD VA),200 Springs Rd.,BEDFORD,MA,01730,42.503376,71.272644,7816872000,"$24,101.25",189,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL (BEDFORD VA),7816872000,01730
1bd44727a8e3322d9c14a5c529d6ce6d,VA BOSTON HEALTHCARE SYSTEM BROCKTON CAMPUS,940 Belmont Street,BROCKTON,MA,02301,42.065655,71.053980,5085834500,"$8,214.57",65,VA BOSTON HEALTHCARE SYSTEM BROCKTON CAMPUS,5085834500,02301
be4c63f38d383fa9a18362045b5c85f6,VA BOSTON HEALTHCARE SYSTEM JAMAICA PLAIN CAMPUS,150 South Huntington Avenue,JAMAICA PLAIN,MA,02130,42.328090,71.110760,6172329500,"$5,95,246.77",4828,VA BOSTON HEALTHCARE SYSTEM JAMAICA PLAIN CAMPUS,6172329500,02130
ae67223f808e33d3a83e066deebf35ed,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,421 North Main Street,LEEDS,MA,01053,42.345066,72.682910,4135844040,"$17,436.60",136,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,4135844040,01053
05462bf225d43ecdafdfbb3e1140929a,CAUSEWAY OPC,251 Causeway St.,BOSTON,MA,02114,42.366500,71.059310,8008653384,"$18,599.04",145,CAUSEWAY OPC,8008653384,02114
5573d6f9681b3f8f92642da0fec29b1e,LOWELL VETERANS COMMUNITY CARE CENTER,130 Marshall Road,LOWELL,MA,01852,42.621010,71.314810,9786719000,"$3,358.16",27,LOWELL VETERANS COMMUNITY CARE CENTER,9786719000,01852
5259a506b80b3ed59c3083188eabf33e,FITCHBURG OUTPATIENT CLINIC,881 Main Street,FITCHBURG,MA,01420,42.586487,71.805210,9783429781,"$75,816.92",590,FITCHBURG OUTPATIENT CLINIC,9783429781,01420
53b25c4be95f3dd18e69d427cdd83631,FRAMINGHAM OUTPATIENT CLINIC,61 Lincoln Street  Suite 112,FRAMINGHAM,MA,01702,42.283480,71.418450,8008653384,"$81,499.96",636,FRAMINGHAM OUTPATIENT CLINIC,8008653384,01702
f95eebbf70d7385e8e4c748c79c6d644,GLOUCESTER COMMUNITY BASED OUTPATIENT CLINIC (CBOC),199 Main Street,GLOUCESTER,MA,01930,42.613102,70.660850,8008386331,"$31,773.36",248,GLOUCESTER COMMUNITY BASED OUTPATIENT CLINIC (CBOC),8008386331,01930
e0c85f99d5203f268dcdcfbf172afc5a,HAVERHILL COMMUNITY BASED OUTPATIENT CLINIC (CBOC),108 Merrimack St.,HAVERHILL,MA,01830,42.774490,71.079010,8008386331,"$71,038.00",553,HAVERHILL COMMUNITY BASED OUTPATIENT CLINIC (CBOC),8008386331,01830
ed1460549dd53f0b83dfd29d983039c3,HYANNIS OUTPATIENT CLINIC,233 Stevens St,HYANNIS,MA,02601,41.651745,70.294235,5087713190,"$83,101.40",664,HYANNIS OUTPATIENT CLINIC,5087713190,02601
3490b118b33a38e3b763f6f8f0039d6b,LOWELL OUTPATIENT CLINIC,130 Marshall Road,LOWELL,MA,01852,42.621010,71.314810,8008653384,"$32,935.80",256,LOWELL OUTPATIENT CLINIC,8008653384,01852
8881e3eee91531b3867f8e2fbe41e887,LYNN COMMUNITY BASED OUTPATIENT CLINIC (CBOC),225 Boston Road  Suite 107,LYNN,MA,01904,42.470093,70.959940,8008386331,"$15,628.36",121,LYNN COMMUNITY BASED OUTPATIENT CLINIC (CBOC),8008386331,01904
0b78995f8b4534d3969dafcc456bb1c7,NEW BEDFORD OUTPATIENT CLINIC,175 Elm Street,NEW BEDFORD,MA,02740,41.635937,70.929910,5089940217,"$33,452.44",260,NEW BEDFORD OUTPATIENT CLINIC,5089940217,02740
cb72194ab1fd3089afb6cb8bb61f4f9c,PLYMOUTH OUTREACH CLINIC,116 Long Pond Road,PLYMOUTH,MA,02360,41.924313,70.656654,8008653384,"$23,377.96",182,PLYMOUTH OUTREACH CLINIC,8008653384,02360
18f774abdb0137ba95c444c4eab47089,QUINCY OUTPATIENT CLINIC,110 West Squantum Street,QUINCY,MA,02169,42.272617,71.031330,8008653384,"$60,963.52",473,QUINCY OUTPATIENT CLINIC,8008653384,02169
37eb7694de8f3407b95f1a6a31fb0f6a,SPRINGFIELD OUTPATIENT CLINIC,25 Bond Street,SPRINGFIELD,MA,01104,42.110065,72.600070,4137316000,"$24,023.76",186,SPRINGFIELD OUTPATIENT CLINIC,4137316000,01104
d311e70d86e73c03b11553892bcf7ef1,WORCESTER OUTPATIENT CLINIC,605 Lincoln Street,WORCESTER,MA,01605,42.297756,71.766815,5088560104,"$3,30,003.80",2650,WORCESTER OUTPATIENT CLINIC,5088560104,01605
7b50426fb50b3d7cab2204a0e1632ac8,BOSTON VET CENTER,7 Drydock Ave  Suite 2070,BOSTON,MA,02210,42.344610,71.037280,8572036461,"$41,331.20",327,BOSTON VET CENTER,8572036461,02210
3fbe3da98e413118a2537e2d1b46480f,BROCKTON VET CENTER,1041L Pearl St.,BROCKTON,MA,02301,42.055134,71.066610,5085802730,"$25,263.69",196,BROCKTON VET CENTER,5085802730,02301
7c530dcd43f33f87b41b9f704205e0f8,NEW BEDFORD VET CENTER,73 Huttleton Ave.  Unit 2,FAIRHAVEN,MA,02719,41.631800,70.880100,5089996920,"$73,492.04",574,NEW BEDFORD VET CENTER,5089996920,02719
78dbf05269583c67af45b5a450b70fe4,SPRINGFIELD VET CENTER,95 Ashley Avenue  Suite A,WEST SPRINGFIELD,MA,01089,42.139397,72.623820,4137375167,"$56,391.10",448,SPRINGFIELD VET CENTER,4137375167,01089
3a2242e0de37303bbdfce160c7eae518,WORCESTER VET CENTER,255 Park Ave Suite # 900,WORCESTER,MA,01609,42.265556,71.818665,5087537902,"$39,342.13",310,WORCESTER VET CENTER,5087537902,01609
d5f4875f6df232a8a01b47267f47fc49,TERRI PEREIRA,221 BOSTON POST RD,MARLBORO,MA,17523,42.349617,71.547214,5084815519,"$19,761.48",153,TERRI PEREIRA,5084815519,17523
74e00d142bbf3cf3ae7a71077abf5f3c,PCP148,175 ELM ST,SALISBURY,MA,19521,42.844794,70.841499,9788282053,"$9,299.52",72,PCP148,9788282053,19521
79e14b4480263599b8ac14813879825e,PCP297,307 MILL ST,HOLLISTON,MA,17461,42.195951,71.453430,5084291905,"$8,007.92",62,PCP297,5084291905,17461
6725cc67119b38a59fc8c104c2b7f993,PCP364,1010 MAIN ST,HOLDEN,MA,15201,42.355801,71.862574,5088299955,"$3,229.00",25,PCP364,5088299955,15201
de1376c48f2737ed85da6986458442f2,PCP661,28 GREEN ST,NEWBURY,MA,19511,42.770406,70.872417,9784630463,"$14,078.44",110,PCP661,9784630463,19511
438286b4bcc236089a7c4a1ec9bdb277,THAYER CHIROPRACTIC CENTER,955 MAIN ST,WINCHESTER,MA,18904,42.452752,71.144319,7817293870,"$4,649.76",36,THAYER CHIROPRACTIC CENTER,7817293870,18904
71b6fd75d5ca3f0aa81e1fc098c63ba2,PCP1090,173 MOUNT AUBURN ST,WATERTOWN,MA,24724,42.369451,71.177925,6179268086,"$4,391.44",34,PCP1090,6179268086,24724
8b4fe11a5235364981fab155afee498d,PCP1329,247 NORTHAMPTON ST,EASTHAMPTON,MA,10271,42.265435,72.670813,4135846004,"$4,003.96",31,PCP1329,4135846004,10271
fc0bcb63569b3658aa0371cf89aea64e,PCP1336,563 BROADWAY,EVERETT,MA,21493,42.405938,71.054649,6173890013,"$2,066.56",16,PCP1336,6173890013,21493
6af0ebcc05f83fa69c0a8061fdadc2a4,PCP1609,130 CENTRE ST,DANVERS,MA,19231,42.574174,70.950516,9785005550,"$9,557.84",74,PCP1609,9785005550,19231
1dc3e5eac4e539218091f93f95e6b114,PCP1847,54 NONSET PATH,ACTON,MA,17204,42.483953,71.438495,9784139445,"$5,553.88",43,PCP1847,9784139445,17204
230b3872a16b3c49b4cb288c356ed3d4,PCP1901,450 W RIVER ST,ORANGE,MA,13641,42.605437,72.292074,9785441503,"$6,974.64",54,PCP1901,9785441503,13641
0b829ba7406d3339b3301e995b1d72a0,PCP2044,150 MARKET ST,LYNN,MA,19011,42.474862,70.962185,7815926100,"$3,874.80",30,PCP2044,7815926100,19011
6cb36205a8ea322b8376c9c7dc6121df,PCP2054,352 PARK ST,NORTH READING,MA,18642,42.578222,71.084398,9782901295,"$2,066.56",16,PCP2054,9782901295,18642
b6fe1d9fde1d32f9a76dccd6fa82e3e0,DIAGNOSTIC ULTRASOUND ASSOCIATES PC,1 BROOKLINE PL,BROOKLINE,MA,24457,42.323853,71.142003,6177390245,"$6,070.52",47,DIAGNOSTIC ULTRASOUND ASSOCIATES PC,6177390245,24457
02da9e41565633e0be62aff604c958d3,PCP2381,17 HENSHAW ST,BRIGHTON,MA,21352,42.331960,71.020173,61736399881,"$6,070.52",47,PCP2381,NA,21352
5c494a0740633887850043b72f19ad9f,PCP2402,5 MARKET SQUARE,AMESBURY,MA,19132,42.851284,70.955837,9783888054,"$2,195.72",17,PCP2402,9783888054,19132
869ba21da974326097524d1ba8d12f28,PCP2617,102 WESTLAND RD,WESTON,MA,24931,42.360502,71.303433,7818948898,"$9,816.16",76,PCP2617,7818948898,24931
518271fa23723b999b3fa9ccc3cfc33b,PCP2704,31 HASTINGS ST,MENDON,MA,17561,42.093870,71.544519,50847312005,"$4,262.28",33,PCP2704,NA,17561
819a27bd81d73aecb990e79062cd0fd0,PCP2795,161 WASHINGTON ST,WALPOLE,MA,20321,42.146286,71.255604,7813188018,"$6,199.68",48,PCP2795,7813188018,20321
7ff0344cce6136fd8187cd0d13af354a,PCP2851,14 SHERIDAN CIR,ATTLEBORO,MA,27035,41.931653,71.294503,5082229522,"$2,841.52",22,PCP2851,5082229522,27035
ccfeccfd8e42343bb30cd078bcf2051c,PCP3184,80 WASHINGTON ST,NORWELL,MA,20611,42.164569,70.818844,78134747147,"$6,328.84",50,PCP3184,NA,20611
775c7fab5ca13703ba2dc297992d97d1,PCP3357,37 E WHISTLESTOP MALL,ROCKPORT,MA,19661,42.656952,70.604630,9785462090,"$5,037.24",39,PCP3357,9785462090,19661
f64a8254152a394caa574a7e88ce99af,PCP3554,450 W RIVER ST,ORANGE,MA,13641,42.605437,72.292074,9785441556,"$2,583.20",21,PCP3554,9785441556,13641
d4c29c7dbe0c301c84e4399d3b552da6,PCP3722,108 MILK ST,WESTBOROUGH,MA,15811,42.268426,71.613309,5083667733,"$4,908.08",38,PCP3722,5083667733,15811
0de9633c54dd39cb947c8ab5ecdf93a2,PCP3874,2 SHAKER RD,SHIRLEY,MA,14642,42.573654,71.640986,9784256666,"$6,199.68",48,PCP3874,9784256666,14642
58fa71de229533b88932176a72078898,PCP4047,265 PLEASANT ST,ROCKLAND,MA,23701,42.129251,70.908736,7818786962,"$11,366.08",88,PCP4047,7818786962,23701
f45aa838487d320da6c4fc0f4b968924,PCP4078,271 LAFAYETTE ST,SALEM,MA,19705,42.499248,70.898204,9787453445,"$5,424.72",42,PCP4078,9787453445,19705
ddee27b93e12323ab713d10cdf15baa7,PCP4122,345 UNION ST,NEW BEDFORD,MA,27403,41.661303,70.937913,5086173296,"$7,749.60",61,PCP4122,5086173296,27403
27ea375140d63fcc88ad4b7d0c710a7b,PCP4453,55 WAREHAM ST,CARVER,MA,23301,41.875179,70.746715,5082804825,"$3,874.80",30,PCP4453,5082804825,23301
ad3a23c5ee9b361d96ee244364c9b63a,PCP4460,7 KIMBALL LN E,LYNNFIELD,MA,19402,42.534146,71.038333,9782907090,"$8,524.56",66,PCP4460,9782907090,19402
