Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION,PHONE_VERIFIED
37c0de84bcaf362482bfa89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,1915,42.556659,70.84496,9789223000,"$1,53,829.53",1222,9789223000
4861d01f019c3daca1538334e50919f9,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,SALEM,MA,1970,42.50128,70.897502,9787411215,"$2,02,703.56",1616,9787411215
a0b6ec0ce5873b2abf9f248849f29ee5,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,42.33196,71.020173,6177893000,"$22,215.52",184,6177893000
4f3a530ea2f73de09a09c0a70a9ab894,BERKSHIRE MEDICAL CENTER INC,725 NORTH STREET,PITTSFIELD,MA,1201,42.452045,73.26054,4134472000,"$2,08,696.59",1643,4134472000
f71ce1a9cca732959a1ec88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,1752,42.349617,71.547214,5084815000,"$1,63,103.08",1299,5084815000
c44f361c2efb30508f970354a12e2920,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,2302,42.082543,71.024638,5089417000,"$1,66,823.02",1314,5089417000
331f4c11d298308baaa1d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,1510,42.411887,71.690005,9783683000,"$82,739.89",655,9783683000
b1ddf8121fdd3adfb1d532cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,2360,41.897892,70.62403,5087462000,"$1,41,636.85",1136,5087462000
6be05ccfef94341fa2a31cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,1605,42.269478,71.807783,5087999000,"$35,648.16",279,5087999000
b0e04623b02c3f8b92ea943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,42.638893,71.322107,9789376000,"$2,24,531.45",1811,9789376000
ebc3f5c4670034af832385621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,42.138838,72.755911,4135682811,"$1,25,362.69",1006,4135682811
fd328395ab1d35c6a2d0d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,42.115454,72.539978,4137489000,"$1,03,457.16",821,4137489000
d692e283083332018e554f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,2176,42.455723,71.059019,7819793000,"$5,61,587.35",4466,7819793000
d78e84ec30aa3bbaa33af29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,42.33196,71.020173,6177262000,"$57,734.52",455,6177262000
8ad64ecfc8173753bee7006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,41.903323,71.094984,5088287000,"$2,10,659.72",1682,5088287000
23834663ed533da9b330d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP INC,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,41.725351,71.094162,5086793131,"$2,22,412.59",1832,5086793131
44bef9d391c2300593e0ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY,243 CHARLES STREET,BOSTON,MA,2114,42.33196,71.020173,6175237900,"$32,806.64",262,6175237900
60457c13adb2341582c586ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,42.115454,72.539978,4137940000,"$63,494.93",517,4137940000
a9f20dc151473789bcefbbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,42.742751,71.178588,9786870156,"$40,892.05",325,9786870156
7fb5653186bd3e4a86194df9942da309,BETH ISRAEL DEACONESS HOSPITAL NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2494,42.281593,71.242414,7814533002,"$1,46,105.78",1162,7814533002
03347b4d994e302b848b58019a4e274d,EMERSON HOSPITAL,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,42.269478,71.807783,9783691400,"$43,346.09",347,9783691400
cb6a50e0af76375899ad3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,42.33196,71.020173,6176677000,"$15,757.52",123,6176677000
9a7149fa49fc3c87b935d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,2120,42.33196,71.020173,6177545800,"$33,064.96",258,6177545800
24cb4eab61663530bddca5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,1757,42.158692,71.521419,5084731190,"$3,36,022.50",2665,5084731190
e44f438a601b30fb85ebbfaf8ddcb5ad,HEYWOOD HOSPITAL,242 GREEN STREET,GARDNER,MA,1440,42.586516,71.988062,9786323420,"$1,72,945.00",1376,9786323420
ac8356a578f83a638a1e59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,1432,42.562221,71.584844,9787849000,"$58,638.64",462,9787849000
db0acede4abe3c018d035c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,42.241589,71.082651,7813408000,"$1,71,859.90",1400,7813408000
3d10019fc88e3de599166107b9c0263d,NEWTONWELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,2462,42.331876,71.208402,6172436000,"$3,34,472.49",2658,6172436000
f4e7709c02f637caaeea8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,42.452752,71.144319,7817299000,"$1,51,246.36",1194,7817299000
12c9daf5a29c36c9ac5528972463e566,BETH ISRAEL DEACONESS HOSPITALMILTON INC,199 REEDSDALE ROAD,MILTON,MA,2186,42.241589,71.082651,6176964600,"$2,53,308.58",1999,6176964600
27379046608b32f09df78c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,2115,42.33196,71.020173,6177325500,"$36,164.80",281,6177325500
226098a26a403588b5bbdb56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,2301,42.082543,71.024638,5084273000,"$1,37,684.41",1100,5084273000
b7175ab4bde53848891b579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,42.33196,71.020173,6176365000,"$20,226.45",172,6176365000
d733d4a9080d3593b9102366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,2130,42.33196,71.020173,6179837000,"$34,227.40",270,6179837000
3bd5eda016da3ba585004dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,2062,42.18736,71.195955,5087721000,"$3,90,476.50",3083,5087721000
d51178225756389d9547891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,41.57072,70.556682,5085485300,"$2,15,283.45",1728,5085485300
f99c74cc7d1a3f959a334a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,42.269478,71.807783,5083341000,"$74,912.80",590,5083341000
6f122869a8563d658db9099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,1803,42.503227,71.201713,7817445100,"$2,74,490.82",2159,7817445100
465de31f3098365caf7048a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,42.307905,71.436196,5083831000,"$2,21,767.72",1760,5083831000
1eaf97fa9de638dea9c46efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,1608,42.269478,71.807783,5083635000,"$51,276.52",409,5083635000
80e919ccdf1a3838b75e541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,2554,41.293416,70.102169,5082281200,"$1,97,613.84",1636,5082281200
8e00f5243a5f313e9542378dfc61193f,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,2557,41.45716,70.556101,5086930410,"$16,403.32",130,5086930410
56e0b3b34fac37768fc97b465eb2fc17,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,1230,42.19397,73.361473,4135280790,"$32,419.16",258,4135280790
161a799c489436f68ca72a71c8107f79,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,1331,42.593384,72.230228,9782493511,"$23,584.61",191,9782493511
956ccb85bea030f9af4852f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,2135,42.33196,71.020173,6172543800,"$51,354.01",413,6172543800
d7b1182725f2350bbcd8939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,2115,42.33196,71.020173,6177356000,"$51,793.16",406,6177356000
5103c9400c08392f95cd446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN,516 CAREW STREET,SPRINGFIELD,MA,1104,42.115454,72.539978,4137872000,"$57,269.52",457,4137872000
ff9863d33fa33861900ef00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN BOSTON,51 BLOSSOM STREET,BOSTON,MA,2114,42.33196,71.020173,6177223000,"$34,098.06",283,6177223000
72a10c1aee7c3a0197b133f63244c13e,EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL (BEDFORD VA),200 Springs Rd.,BEDFORD,MA,1730,42.503376,71.272644,7816872000,"$24,101.25",189,7816872000
1bd44727a8e3322d9c14a5c529d6ce6d,VA BOSTON HEALTHCARE SYSTEM BROCKTON CAMPUS,940 Belmont Street,BROCKTON,MA,2301,42.065655,71.05398,5085834500,"$8,214.57",65,5085834500
be4c63f38d383fa9a18362045b5c85f6,VA BOSTON HEALTHCARE SYSTEM JAMAICA PLAIN CAMPUS,150 South Huntington Avenue,JAMAICA PLAIN,MA,2130,42.32809,71.11076,6172329500,"$5,95,246.77",4828,6172329500
ae67223f808e33d3a83e066deebf35ed,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,421 North Main Street,LEEDS,MA,1053,42.345066,72.68291,4135844040,"$17,436.60",136,4135844040
05462bf225d43ecdafdfbb3e1140929a,CAUSEWAY OPC,251 Causeway St.,BOSTON,MA,2114,42.3665,71.05931,8008653384,"$18,599.04",145,8008653384
5573d6f9681b3f8f92642da0fec29b1e,LOWELL VETERANS COMMUNITY CARE CENTER,130 Marshall Road,LOWELL,MA,1852,42.62101,71.31481,9786719000,"$3,358.16",27,9786719000
5259a506b80b3ed59c3083188eabf33e,FITCHBURG OUTPATIENT CLINIC,881 Main Street,FITCHBURG,MA,1420,42.586487,71.80521,9783429781,"$75,816.92",590,9783429781
53b25c4be95f3dd18e69d427cdd83631,FRAMINGHAM OUTPATIENT CLINIC,61 Lincoln Street  Suite 112,FRAMINGHAM,MA,1702,42.28348,71.41845,8008653384,"$81,499.96",636,8008653384
f95eebbf70d7385e8e4c748c79c6d644,GLOUCESTER COMMUNITY BASED OUTPATIENT CLINIC (CBOC),199 Main Street,GLOUCESTER,MA,1930,42.613102,70.66085,8008386331,"$31,773.36",248,8008386331
e0c85f99d5203f268dcdcfbf172afc5a,HAVERHILL COMMUNITY BASED OUTPATIENT CLINIC (CBOC),108 Merrimack St.,HAVERHILL,MA,1830,42.77449,71.07901,8008386331,"$71,038.00",553,8008386331
ed1460549dd53f0b83dfd29d983039c3,HYANNIS OUTPATIENT CLINIC,233 Stevens St,HYANNIS,MA,2601,41.651745,70.294235,5087713190,"$83,101.40",664,5087713190
3490b118b33a38e3b763f6f8f0039d6b,LOWELL OUTPATIENT CLINIC,130 Marshall Road,LOWELL,MA,1852,42.62101,71.31481,8008653384,"$32,935.80",256,8008653384
8881e3eee91531b3867f8e2fbe41e887,LYNN COMMUNITY BASED OUTPATIENT CLINIC (CBOC),225 Boston Road  Suite 107,LYNN,MA,1904,42.470093,70.95994,8008386331,"$15,628.36",121,8008386331
0b78995f8b4534d3969dafcc456bb1c7,NEW BEDFORD OUTPATIENT CLINIC,175 Elm Street,NEW BEDFORD,MA,2740,41.635937,70.92991,5089940217,"$33,452.44",260,5089940217
cb72194ab1fd3089afb6cb8bb61f4f9c,PLYMOUTH OUTREACH CLINIC,116 Long Pond Road,PLYMOUTH,MA,2360,41.924313,70.656654,8008653384,"$23,377.96",182,8008653384
18f774abdb0137ba95c444c4eab47089,QUINCY OUTPATIENT CLINIC,110 West Squantum Street,QUINCY,MA,2169,42.272617,71.03133,8008653384,"$60,963.52",473,8008653384
37eb7694de8f3407b95f1a6a31fb0f6a,SPRINGFIELD OUTPATIENT CLINIC,25 Bond Street,SPRINGFIELD,MA,1104,42.110065,72.60007,4137316000,"$24,023.76",186,4137316000
d311e70d86e73c03b11553892bcf7ef1,WORCESTER OUTPATIENT CLINIC,605 Lincoln Street,WORCESTER,MA,1605,42.297756,71.766815,5088560104,"$3,30,003.80",2650,5088560104
7b50426fb50b3d7cab2204a0e1632ac8,BOSTON VET CENTER,7 Drydock Ave  Suite 2070,BOSTON,MA,2210,42.34461,71.03728,8572036461,"$41,331.20",327,8572036461
3fbe3da98e413118a2537e2d1b46480f,BROCKTON VET CENTER,1041L Pearl St.,BROCKTON,MA,2301,42.055134,71.06661,5085802730,"$25,263.69",196,5085802730
7c530dcd43f33f87b41b9f704205e0f8,NEW BEDFORD VET CENTER,73 Huttleton Ave.  Unit 2,FAIRHAVEN,MA,2719,41.6318,70.8801,5089996920,"$73,492.04",574,5089996920
78dbf05269583c67af45b5a450b70fe4,SPRINGFIELD VET CENTER,95 Ashley Avenue  Suite A,WEST SPRINGFIELD,MA,1089,42.139397,72.62382,4137375167,"$56,391.10",448,4137375167
3a2242e0de37303bbdfce160c7eae518,WORCESTER VET CENTER,255 Park Ave Suite # 900,WORCESTER,MA,1609,42.265556,71.818665,5087537902,"$39,342.13",310,5087537902
d5f4875f6df232a8a01b47267f47fc49,TERRI PEREIRA,221 BOSTON POST RD,MARLBORO,MA,17523,42.349617,71.547214,5084815519,"$19,761.48",153,5084815519
74e00d142bbf3cf3ae7a71077abf5f3c,PCP148,175 ELM ST,SALISBURY,MA,19521,42.844794,70.841499,9788282053,"$9,299.52",72,9788282053
79e14b4480263599b8ac14813879825e,PCP297,307 MILL ST,HOLLISTON,MA,17461,42.195951,71.45343,5084291905,"$8,007.92",62,5084291905
6725cc67119b38a59fc8c104c2b7f993,PCP364,1010 MAIN ST,HOLDEN,MA,15201,42.355801,71.862574,5088299955,"$3,229.00",25,5088299955
de1376c48f2737ed85da6986458442f2,PCP661,28 GREEN ST,NEWBURY,MA,19511,42.770406,70.872417,9784630463,"$14,078.44",110,9784630463
438286b4bcc236089a7c4a1ec9bdb277,THAYER CHIROPRACTIC CENTER,955 MAIN ST,WINCHESTER,MA,18904,42.452752,71.144319,7817293870,"$4,649.76",36,7817293870
71b6fd75d5ca3f0aa81e1fc098c63ba2,PCP1090,173 MOUNT AUBURN ST,WATERTOWN,MA,24724,42.369451,71.177925,6179268086,"$4,391.44",34,6179268086
8b4fe11a5235364981fab155afee498d,PCP1329,247 NORTHAMPTON ST,EASTHAMPTON,MA,10271,42.265435,72.670813,4135846004,"$4,003.96",31,4135846004
fc0bcb63569b3658aa0371cf89aea64e,PCP1336,563 BROADWAY,EVERETT,MA,21493,42.405938,71.054649,6173890013,"$2,066.56",16,6173890013
6af0ebcc05f83fa69c0a8061fdadc2a4,PCP1609,130 CENTRE ST,DANVERS,MA,19231,42.574174,70.950516,9785005550,"$9,557.84",74,9785005550
1dc3e5eac4e539218091f93f95e6b114,PCP1847,54 NONSET PATH,ACTON,MA,17204,42.483953,71.438495,9784139445,"$5,553.88",43,9784139445
230b3872a16b3c49b4cb288c356ed3d4,PCP1901,450 W RIVER ST,ORANGE,MA,13641,42.605437,72.292074,9785441503,"$6,974.64",54,9785441503
0b829ba7406d3339b3301e995b1d72a0,PCP2044,150 MARKET ST,LYNN,MA,19011,42.474862,70.962185,7815926100,"$3,874.80",30,7815926100
6cb36205a8ea322b8376c9c7dc6121df,PCP2054,352 PARK ST,NORTH READING,MA,18642,42.578222,71.084398,9782901295,"$2,066.56",16,9782901295
b6fe1d9fde1d32f9a76dccd6fa82e3e0,DIAGNOSTIC ULTRASOUND ASSOCIATES PC,1 BROOKLINE PL,BROOKLINE,MA,24457,42.323853,71.142003,6177390245,"$6,070.52",47,6177390245
02da9e41565633e0be62aff604c958d3,PCP2381,17 HENSHAW ST,BRIGHTON,MA,21352,42.33196,71.020173,61736399881,"$6,070.52",47,NA
5c494a0740633887850043b72f19ad9f,PCP2402,5 MARKET SQUARE,AMESBURY,MA,19132,42.851284,70.955837,9783888054,"$2,195.72",17,9783888054
869ba21da974326097524d1ba8d12f28,PCP2617,102 WESTLAND RD,WESTON,MA,24931,42.360502,71.303433,7818948898,"$9,816.16",76,7818948898
518271fa23723b999b3fa9ccc3cfc33b,PCP2704,31 HASTINGS ST,MENDON,MA,17561,42.09387,71.544519,50847312005,"$4,262.28",33,NA
819a27bd81d73aecb990e79062cd0fd0,PCP2795,161 WASHINGTON ST,WALPOLE,MA,20321,42.146286,71.255604,7813188018,"$6,199.68",48,7813188018
7ff0344cce6136fd8187cd0d13af354a,PCP2851,14 SHERIDAN CIR,ATTLEBORO,MA,27035,41.931653,71.294503,5082229522,"$2,841.52",22,5082229522
ccfeccfd8e42343bb30cd078bcf2051c,PCP3184,80 WASHINGTON ST,NORWELL,MA,20611,42.164569,70.818844,78134747147,"$6,328.84",50,NA
775c7fab5ca13703ba2dc297992d97d1,PCP3357,37 E WHISTLESTOP MALL,ROCKPORT,MA,19661,42.656952,70.60463,9785462090,"$5,037.24",39,9785462090
f64a8254152a394caa574a7e88ce99af,PCP3554,450 W RIVER ST,ORANGE,MA,13641,42.605437,72.292074,9785441556,"$2,583.20",21,9785441556
d4c29c7dbe0c301c84e4399d3b552da6,PCP3722,108 MILK ST,WESTBOROUGH,MA,15811,42.268426,71.613309,5083667733,"$4,908.08",38,5083667733
0de9633c54dd39cb947c8ab5ecdf93a2,PCP3874,2 SHAKER RD,SHIRLEY,MA,14642,42.573654,71.640986,9784256666,"$6,199.68",48,9784256666
58fa71de229533b88932176a72078898,PCP4047,265 PLEASANT ST,ROCKLAND,MA,23701,42.129251,70.908736,7818786962,"$11,366.08",88,7818786962
f45aa838487d320da6c4fc0f4b968924,PCP4078,271 LAFAYETTE ST,SALEM,MA,19705,42.499248,70.898204,9787453445,"$5,424.72",42,9787453445
ddee27b93e12323ab713d10cdf15baa7,PCP4122,345 UNION ST,NEW BEDFORD,MA,27403,41.661303,70.937913,5086173296,"$7,749.60",61,5086173296
27ea375140d63fcc88ad4b7d0c710a7b,PCP4453,55 WAREHAM ST,CARVER,MA,23301,41.875179,70.746715,5082804825,"$3,874.80",30,5082804825
ad3a23c5ee9b361d96ee244364c9b63a,PCP4460,7 KIMBALL LN E,LYNNFIELD,MA,19402,42.534146,71.038333,9782907090,"$8,524.56",66,9782907090
755c4fdf858f3c6280bf5e9ae114c9cf,TRANQUIL MIND AND WELLNESS,109 RHODE ISLAND RD B,LAKEVILLE,MA,23471,41.834412,70.957166,5089471683,"$2,324.88",18,5089471683
4f5184d4ac0e3d059cb901f8737f24a5,PCP4514,63 S MAIN ST,NATICK,MA,17604,42.284822,71.348811,5086543500,"$4,649.76",36,5086543500
059cdf63a6163f61be4d410d0be0623a,PCP4608,1250 HANCOCK ST,QUINCY,MA,21694,42.261006,71.008988,6174712444,"$9,170.36",71,6174712444
6ab2e1c9e1853282a4e8d200a6f2b36c,PCP4621,282 MAIN ST,GROVELAND,MA,18341,42.7539,71.015935,9787582087,"$3,745.64",29,9787582087
6ae741a1f01a398e86f6ec5fb6c32f14,PCP4675,20 TREMONT ST,DUXBURY,MA,23325,42.044307,70.706045,7819340953,"$7,620.44",59,7819340953
98b63415bc213f43b5adb78fb98c023d,PCP4717,214 N MAIN ST,WEST BRIDGEWATER,MA,23791,42.021617,71.026717,5085872858,$645.80,5,5085872858
424452f2f497373bb9ed573a13b021f3,PCP4943,15 HENRY AVE,PITTSFIELD,MA,12016,42.45184,73.260685,4134437700,"$12,786.84",99,4134437700
1d316cdbfcb83b90a2e4079a330d344c,PCP5409,1318 BEACON ST,BROOKLINE,MA,24463,42.323853,71.142003,6174410173,"$4,262.28",34,6174410173
6092e2a8bf403b659d039eb8e7e651c1,PCP5851,68 EVERGREEN ST,KINGSTON,MA,23641,41.987196,70.741942,7815858199,"$1,549.92",12,7815858199
56dbf306b14b36498f4076064ddba6bf,PCP5984,2 S BRIDGE DR,AGAWAM,MA,10012,42.064731,72.653477,4137897455,"$2,712.36",22,4137897455
26f1b65c0efb36a4a07d50e0346f30a4,PCP6089,17 WALTHAM RD,WAYLAND,MA,17781,42.360427,71.361099,5083611224,"$5,424.72",42,5083611224
48f9895c222b3082ab260b5220b07ab4,PCP6451,201 PARK AVE,WEST SPRINGFIELD,MA,10893,42.125451,72.649734,4132597437,"$4,908.08",38,4132597437
6ea37b08500c3cafb600a7f90785c9fd,PCP6646,22 WOBURN ST,READING,MA,18673,42.535183,71.105423,7743921292,"$2,583.20",20,7743921292
a2aaf487f3e33882824de7bd8d61fcf9,PCP6716,1 OLDE N RD,CHELMSFORD,MA,18241,42.597055,71.3697,9784550437,"$7,749.60",60,9784550437
d4acb8de63b6392fbff402cc037cd31a,PCP6769,15 COTTAGE AVE,QUINCY,MA,21695,42.261006,71.008988,6173284348,"$3,616.48",28,6173284348
e9a3d0b3e44a3b9e95405dd9bfaeee78,PCP6815,233 HARVARD ST,BROOKLINE,MA,24465,42.323853,71.142003,6175136254,"$4,262.28",33,6175136254
2829651325913a9282cf2697f7e44ecc,PCP7021,2 DUNDEE PARK DR,ANDOVER,MA,18103,42.648044,71.161751,9782478958,"$4,003.96",31,9782478958
25e23ee2fa173b8f8bba34841db77290,PCP7099,210 WHITING PLACE,HINGHAM,MA,2043,42.224319,70.880673,78174090445,"$4,391.44",34,NA
973e7384d05b32ada8ccc39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,1201,42.452045,73.26054,4134438480,"$9,428.68",73,4134438480
9eade1b2f0bf341495946f0a9297f6a4,PCP7541,53 LANGLEY RD,NEWTON,MA,24591,42.331876,71.208402,6172440196,"$4,003.96",31,6172440196
a548837bcb14377f87263fcd124f8950,PCP7593,241 PERKINS ST,JAMAICA PLAIN,MA,21304,42.33196,71.020173,6177389204,"$6,070.52",47,6177389204
9b49afd9785533779dc928b5d1f4ca0f,PCP7628,25 MAIN ST,WAYLAND,MA,17785,42.360427,71.361099,5086559127,"$4,649.76",36,5086559127
e70c555a032c3e058419d9eea8d0cbbe,PCP7857,233 HARVARD ST,BROOKLINE,MA,24465,42.323853,71.142003,6177389901,"$3,874.80",30,6177389901
a44feb45fa803489932f01c41ec01952,PCP7895,152 EMORY ST,ATTLEBORO,MA,27032,41.931653,71.294503,5088016606,"$3,874.80",30,5088016606
a0123c3624363609a5eb3c3857ed711d,PCP8367,12 CORSER ST,HOLYOKE,MA,10402,42.211656,72.642448,4138877827,"$1,291.60",10,4138877827
5f3e3a8504613b779505f57767d24412,PCP8369,25 OLD WESTPORT RD,DARTMOUTH,MA,27472,41.56651,70.958229,5088130981,"$11,753.56",91,5088130981
6ffe62de5d903cc7be16643a7496c817,PCP8458,601 AMHERST RD,SUNDERLAND,MA,13759,42.466691,72.546751,4136653336,"$7,232.96",56,4136653336
42a6d2c04c4130deb401d24121341258,PCP8527,258 MAIN ST,MILFORD,MA,17572,42.158692,71.521419,5084735888,"$8,137.08",63,5084735888
70ccf20bdc533d51af24e9349ac9645c,PCP8546,131 WORCESTER RD,WESTMINSTER,MA,14731,42.5546,71.90544,9788741991,"$3,745.64",29,9788741991
65110f22e3e134f5844b1d5a772762ad,PCP8766,165 MAIN ST,MEDWAY,MA,20531,42.156203,71.430345,7746413568,"$9,428.68",73,7746413568
fcae3c4495b93a38ba852f0385345e27,PCP9004,176 OLD COUNTY RD,WESTPORT,MA,27901,41.579794,71.081822,5086360703,"$12,657.68",98,5086360703
